step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
421,TRANSFER,1797.94,C900306292,67855.34,66057.4,C221848736,305.72,2103.66,0,0
421,CASH_IN,1161.78,C286404943,16164.65,17326.43,C706205076,123920.72,125082.5,0,0
422,PAYMENT,3666.38,C199204497,7301.98,3635.6,M423988920,6109.47,9775.85,0,0
422,PAYMENT,16540.51,C462127221,26237.23,9696.72,M945786677,33399.61,49940.12,0,0
422,CASH_IN,48304.27,C702428359,58339.0,106643.27,C348523535,2822.39,51126.66,0,0
423,PAYMENT,725.21,C543894457,5936.79,5211.58,M693858183,7729.04,8454.25,0,0
423,TRANSFER,5015.56,C951098101,5672.55,656.99,C972912794,8204.39,13219.95,0,0
423,TRANSFER,14349.05,C798434460,17207.65,2858.6,C190012399,1981.5,16330.55,0,0
424,CASH_IN,19904.06,C826607768,30738.11,50642.17,C587114542,67475.46,87379.52,0,0
424,CASH_IN,1194.09,C792585463,10641.05,11835.14,C213245302,41591.19,42785.28,0,0
424,CASH_IN,2945.14,C662171966,12929.32,15874.46,C504288340,44176.31,47121.45,0,0
424,CASH_OUT,1484.28,C807894370,4358.27,2873.99,C258148712,344.16,1828.44,0,0
425,CASH_IN,25641.76,C338077364,43238.5,68880.26,C800791554,32376.71,58018.47,0,0
425,CASH_OUT,7618.62,C980662984,10384.55,2765.93,C961330509,77005.59,84624.21,0,0
425,CASH_OUT,4394.06,C130061031,23647.47,19253.41,C837448816,11085.51,15479.57,0,0
425,PAYMENT,3440.32,C195856757,39041.46,35601.14,M187220897,9196.19,12636.51,0,0
425,DEBIT,52118.0,C643973085,83504.84,31386.84,C479710429,22287.26,74405.26,0,0
426,PAYMENT,4321.17,C698552461,28674.48,24353.31,M616725588,5987.04,10308.21,0,0
426,PAYMENT,143.95,C564233777,17971.9,17827.95,M532020261,12449.55,12593.5,0,0
426,TRANSFER,35675.92,C303780344,50106.42,14430.5,C522004019,38271.79,73947.71,0,0
426,TRANSFER,15096.36,C948865360,74820.17,59723.81,C582598450,3977.05,19073.41,0,0
426,CASH_IN,10662.54,C384481363,22954.28,33616.82,C135409403,97841.33,108503.87,0,0
427,PAYMENT,803.87,C493261002,2381.78,1577.91,M442093866,3449.38,4253.25,0,0
427,PAYMENT,594.28,C948975759,21075.96,20481.68,M696258165,5018.66,5612.94,0,0
427,PAYMENT,6912.92,C819655004,79233.2,72320.28,M165438362,23028.52,29941.44,0,0
428,PAYMENT,655.14,C519271337,4551.38,3896.24,M222794587,2322.15,2977.29,0,0
428,PAYMENT,1952.89,C719408429,11012.51,9059.62,M986196569,17500.13,19453.02,0,0
428,CASH_OUT,1101.59,C649327992,24382.84,23281.25,C312216056,17918.43,19020.02,0,0
428,PAYMENT,1521.0,C215438617,42065.74,40544.74,M111145552,2207.59,3728.59,0,0
428,CASH_OUT,64808.38,C617423742,116359.81,51551.43,C257155630,6733.5,71541.88,0,0
429,TRANSFER,19622.16,C257553165,22819.41,3197.25,C367754137,3571.28,23193.44,0,0
429,CASH_OUT,28410.92,C230876923,30678.15,2267.23,C237926382,14828.58,43239.5,0,0
429,TRANSFER,4665.39,C646681316,8690.19,4024.8,C182649048,20750.82,25416.21,0,0
429,DEBIT,1901.55,C614374443,7212.56,5311.01,C251765117,10499.0,12400.55,0,0
429,TRANSFER,7080.0,C473319790,24630.99,17550.99,C739189224,33373.16,40453.16,0,0
430,CASH_OUT,8975.52,C653074217,15650.76,6675.24,C647953234,11277.87,20253.39,0,0
430,CASH_OUT,13186.73,C445094085,31803.39,18616.66,C555681975,6769.86,19956.59,0,0
430,PAYMENT,597.66,C533007965,4727.49,4129.83,M790121219,8390.15,8987.81,0,0
430,PAYMENT,6912.25,C321772674,21780.5,14868.25,M444601334,13207.64,20119.89,0,0
430,CASH_IN,2282.41,C426410707,72063.6,74346.01,C735034945,50156.1,52438.51,0,0
431,CASH_IN,10622.21,C404347709,63629.91,74252.12,C824317106,20341.26,30963.47,0,0
431,CASH_OUT,5427.13,C980801412,9568.69,4141.56,C183721515,9777.2,15204.33,0,0
431,TRANSFER,11127.27,C593220398,35694.64,24567.37,C228161931,36501.7,47628.97,0,0
431,PAYMENT,2216.29,C403405900,17427.23,15210.94,M881745662,1330.37,3546.66,0,0
432,TRANSFER,12431.12,C966425729,20213.72,7782.6,C310118281,41501.77,53932.89,0,0
432,PAYMENT,3532.42,C601205768,21641.35,18108.93,M143928336,15946.42,19478.84,0,0
432,TRANSFER,6935.65,C532621124,42447.79,35512.14,C871071792,83829.41,90765.06,0,0
432,PAYMENT,4037.65,C980476065,8036.77,3999.12,M908916104,1720.26,5757.91,0,0
433,PAYMENT,4663.11,C294421608,32429.19,27766.08,M434753546,40178.16,44841.27,0,0
433,DEBIT,3594.39,C674488653,18401.91,14807.52,C809516666,11111.54,14705.93,0,0
433,CASH_IN,7974.69,C967362631,19540.19,27514.88,C386042407,11827.99,19802.68,0,0
433,TRANSFER,5879.68,C111683982,23110.35,17230.67,C910652222,10976.68,16856.36,0,0
434,TRANSFER,12264.24,C633598130,27919.08,15654.84,C772042599,14120.09,26384.33,0,0
434,PAYMENT,4034.11,C698169023,7682.08,3647.97,M932010793,52722.61,56756.72,0,0
434,TRANSFER,20790.63,C265773731,142223.45,121432.82,C414180506,34898.83,55689.46,0,0
434,CASH_OUT,23114.86,C244020733,27691.67,4576.81,C714730016,31299.69,54414.55,0,0
434,TRANSFER,21575.14,C406047781,36953.31,15378.17,C542020981,11903.42,33478.56,0,0
435,TRANSFER,98812.08,C743890436,122446.8,23634.72,C782707267,36112.63,134924.71,1,0
435,CASH_OUT,15872.66,C381356195,31522.04,15649.38,C933002226,7252.09,23124.75,0,0
435,PAYMENT,701.2,C497388647,18213.38,17512.18,M780539977,12806.14,13507.34,0,0
436,PAYMENT,2963.15,C470354316,5959.06,2995.91,M795150809,2656.09,5619.24,0,0
436,PAYMENT,3984.93,C882192075,6141.37,2156.44,M499272618,62755.77,66740.7,0,0
436,CASH_OUT,849.38,C755150185,30351.6,29502.22,C750117246,11727.52,12576.9,0,0
436,PAYMENT,341.42,C891850279,37048.08,36706.66,M547737293,60389.98,60731.4,0,0
436,PAYMENT,907.19,C481814381,5030.97,4123.78,M810905177,45425.51,46332.7,0,0
437,CASH_IN,11473.27,C563402894,21656.57,33129.84,C492024999,1407.95,12881.22,0,0
437,PAYMENT,4971.42,C545480601,13085.7,8114.28,M119894388,12694.45,17665.87,0,0
437,TRANSFER,38358.88,C516410833,51469.63,13110.75,C513802881,62664.92,101023.8,0,0
438,PAYMENT,7416.91,C433426712,21214.67,13797.76,M857576343,13571.91,20988.82,0,0
438,CASH_IN,7250.52,C218485994,27258.34,34508.86,C446124350,329.52,7580.04,0,0
438,CASH_OUT,3440.88,C738501552,19738.38,16297.5,C997600872,49265.94,52706.82,0,0
438,TRANSFER,3558.62,C509675520,10978.07,7419.45,C313012806,12659.14,16217.76,0,0
438,TRANSFER,24625.23,C981068063,37256.18,12630.95,C526863933,24519.13,49144.36,0,0
439,TRANSFER,12980.66,C289170432,42860.71,29880.05,C382216465,15095.87,28076.53,0,0
439,TRANSFER,9217.72,C356153253,38211.46,28993.74,C747522417,2716.97,11934.69,0,0
439,PAYMENT,335.52,C629609503,6692.9,6357.38,M113942402,56930.34,57265.86,0,0
440,TRANSFER,885.71,C485640223,26059.38,25173.67,C770670299,26891.24,27776.95,0,0
440,PAYMENT,852.98,C838273722,14937.46,14084.48,M942299350,22599.73,23452.71,0,0
440,PAYMENT,2628.03,C756039520,18899.17,16271.14,M690388274,31896.85,34524.88,0,0
440,DEBIT,67782.54,C553962871,100668.32,32885.78,C543229471,82185.1,149967.64,0,0
441,PAYMENT,1664.61,C728507567,3483.36,1818.75,M417784886,25076.24,26740.85,0,0
441,CASH_OUT,28770.77,C879259260,70592.0,41821.23,C627322735,25745.28,54516.05,0,0
441,CASH_OUT,36723.55,C494352531,44908.97,8185.42,C635845572,43589.57,80313.12,0,0
442,CASH_OUT,5180.93,C508847140,15713.65,10532.72,C633215492,20076.68,25257.61,0,0
442,TRANSFER,5732.0,C158436437,35992.64,30260.64,C952350451,3032.67,8764.67,0,0
442,CASH_OUT,63867.46,C882144223,74942.59,11075.13,C314126719,568.14,64435.6,0,0
442,PAYMENT,2440.26,C755197464,8405.35,5965.09,M673284588,3751.86,6192.12,0,0
442,DEBIT,62909.36,C746703132,66676.46,3767.1,C210338489,7946.91,70856.27,0,0
443,DEBIT,11814.55,C428635747,25601.27,13786.72,C379406633,1738.45,13553.0,0,0
443,TRANSFER,10821.35,C557752180,11042.48,221.13,C986572630,3680.2,14501.55,0,0
443,CASH_IN,31559.02,C103138145,49910.69,81469.71,C518386087,27343.36,58902.38,0,0
443,PAYMENT,7474.63,C763063508,17136.85,9662.22,M824863897,18292.92,25767.55,0,0
443,PAYMENT,645.59,C455617586,2539.21,1893.62,M891867072,36849.3,37494.89,0,0
444,TRANSFER,5609.78,C810875811,31001.06,25391.28,C553860863,8814.29,14424.07,0,0
444,CASH_OUT,10195.4,C976546711,65433.83,55238.43,C802962286,32972.63,43168.03,0,0
444,PAYMENT,195.04,C795844306,18276.25,18081.21,M152673683,1319.88,1514.92,0,0
445,CASH_IN,3020.46,C189817241,15878.57,18899.03,C629709256,10554.49,13574.95,0,0
445,TRANSFER,8485.68,C909182122,26725.98,18240.3,C980148540,15389.91,23875.59,0,0
445,PAYMENT,342.87,C936214955,68996.25,68653.38,M110047595,131.69,474.56,0,0
445,PAYMENT,1233.24,C818606330,66688.68,65455.44,M346661050,39017.81,40251.05,0,0
446,TRANSFER,3570.95,C994086735,44833.79,41262.84,C279963197,32940.19,36511.14,0,0
446,DEBIT,16628.57,C689405135,54464.01,37835.44,C925821557,7180.99,23809.56,0,0
446,TRANSFER,4250.2,C933478508,26418.45,22168.25,C321602280,1129.26,5379.46,0,0
447,CASH_IN,12672.43,C369959558,13363.14,26035.57,C810766841,29885.26,42557.69,0,0
447,PAYMENT,7846.75,C934368214,39575.03,31728.28,M837715002,34168.62,42015.37,0,0
447,PAYMENT,1921.7,C438939369,22608.93,20687.23,M196355770,26257.51,28179.21,0,0
447,TRANSFER,12837.81,C679813506,36671.37,23833.56,C430511457,10383.15,23220.96,0,0
447,CASH_OUT,1513.85,C331829367,17022.32,15508.47,C380419854,39102.43,40616.28,0,0
448,CASH_OUT,11514.79,C597628585,53371.87,41857.08,C859423468,13510.91,25025.7,0,0
448,TRANSFER,70098.46,C635589622,74201.41,4102.95,C101020154,12111.24,82209.7,0,0
448,CASH_IN,1589.04,C532553971,2671.49,4260.53,C140739629,2317.78,3906.82,0,0
449,TRANSFER,15312.99,C193144811,98120.93,82807.94,C631189175,36554.93,51867.92,0,0
449,TRANSFER,8706.04,C574482690,21302.38,12596.34,C114372528,8810.06,17516.1,0,0
449,CASH_IN,19358.14,C280788888,25852.41,45210.55,C482718244,60293.01,79651.15,0,0
449,PAYMENT,447.81,C871579223,3105.59,2657.78,M708296824,78326.46,78774.27,0,0
450,CASH_OUT,1904.95,C654558903,45022.59,43117.64,C819753925,22957.22,24862.17,0,0
450,CASH_IN,68402.19,C751032135,125602.38,194004.57,C379114499,26220.33,94622.52,0,0
450,CASH_OUT,11282.78,C858182113,20975.89,9693.11,C301628778,935.59,12218.37,0,0
451,CASH_OUT,6964.63,C657391925,76506.31,69541.68,C348432388,53808.02,60772.65,0,0
451,CASH_IN,79700.75,C143951994,89792.39,169493.14,C846874428,35495.09,115195.84,0,0
451,CASH_OUT,3006.69,C628012044,8074.05,5067.36,C382751135,19249.32,22256.01,0,0
451,CASH_OUT,13515.59,C990914058,55502.09,41986.5,C492932961,7717.54,21233.13,0,0
452,CASH_IN,47235.15,C252137897,80398.9,127634.05,C581584459,26622.81,73857.96,0,0
452,CASH_OUT,1865.07,C111377787,11191.31,9326.24,C780551383,7519.31,9384.38,0,0
452,CASH_OUT,10773.99,C570165167,33767.39,22993.4,C448090821,1979.62,12753.61,0,0
453,PAYMENT,6534.34,C496888412,53933.15,47398.81,M169058877,21176.05,27710.39,0,0
453,CASH_OUT,12271.67,C173135852,38750.08,26478.41,C591743180,18414.96,30686.63,0,0
453,CASH_IN,4721.24,C603774778,8217.84,12939.08,C775772986,10161.97,14883.21,0,0
454,CASH_OUT,17598.11,C954658714,45542.52,27944.41,C609431998,4317.35,21915.46,0,0
454,CASH_IN,31317.55,C654357790,66270.5,97588.05,C225616114,3449.1,34766.65,0,0
454,PAYMENT,4181.98,C104810833,38253.33,34071.35,M790458526,44614.76,48796.74,0,0
455,PAYMENT,743.79,C602197293,8647.16,7903.37,M461199116,20515.67,21259.46,0,0
455,PAYMENT,1518.16,C271735895,35667.93,34149.77,M138965695,3437.01,4955.17,0,0
455,PAYMENT,155.8,C487068897,8522.92,8367.12,M882718184,25034.09,25189.89,0,0
456,CASH_OUT,23824.74,C906963039,53292.67,29467.93,C846265491,73577.49,97402.23,0,0
456,PAYMENT,4521.89,C452919433,17354.78,12832.89,M995809936,1491.64,6013.53,0,0
456,PAYMENT,5840.05,C941634507,33538.1,27698.05,M856138670,3484.03,9324.08,0,0
456,CASH_OUT,873.41,C407145760,8693.13,7819.72,C195019914,16767.19,17640.6,0,0
457,PAYMENT,103.09,C201475757,12745.61,12642.52,M782634721,72196.01,72299.1,0,0
457,PAYMENT,5876.76,C292455542,40841.65,34964.89,M216067598,8858.88,14735.64,0,0
457,DEBIT,22730.37,C664080074,29114.09,6383.72,C763620629,75328.86,98059.23,0,0
457,PAYMENT,1798.67,C785152558,12683.81,10885.14,M931574036,25439.13,27237.8,0,0
457,TRANSFER,5307.53,C784334336,13042.64,7735.11,C366081786,32222.18,37529.71,0,0
458,PAYMENT,194.89,C609066763,16739.91,16545.02,M751404056,15944.35,16139.24,0,0
458,TRANSFER,3101.84,C609482640,5013.66,1911.82,C974890200,4170.79,7272.63,0,0
458,TRANSFER,11836.65,C642112130,43707.73,31871.08,C176716230,8709.45,20546.1,0,0
458,CASH_IN,51902.93,C299876141,64304.48,116207.41,C896539795,30.81,51933.74,0,0
459,PAYMENT,3570.94,C350880520,8046.93,4475.99,M874407907,16911.9,20482.84,0,0
459,PAYMENT,2716.62,C487680641,34662.77,31946.15,M181576052,9289.71,12006.33,0,0
459,TRANSFER,675.33,C875055325,10643.18,9967.85,C411157009,16345.22,17020.55,0,0
459,CASH_OUT,5672.52,C130319320,45012.27,39339.75,C937440812,37836.27,43508.79,0,0
459,PAYMENT,2064.71,C726730536,7607.34,5542.63,M550671703,107929.57,109994.28,0,0
460,TRANSFER,130396.27,C356189129,157875.91,27479.64,C210830503,488.54,130884.81,1,0
460,PAYMENT,2287.64,C669226984,10922.6,8634.96,M477383712,844.17,3131.81,0,0
460,PAYMENT,1617.13,C390085734,6101.49,4484.36,M670009793,29538.49,31155.62,0,0
460,DEBIT,1130.83,C549115440,61675.28,60544.45,C831799979,3316.01,4446.84,0,0
460,CASH_IN,14049.75,C323214950,33033.48,47083.23,C600812872,8875.33,22925.08,0,0
461,CASH_OUT,23447.12,C378421754,36695.54,13248.42,C582144366,27030.62,50477.74,0,0
461,CASH_OUT,14150.0,C968950425,27263.32,13113.32,C245309717,1040.2,15190.2,0,0
461,PAYMENT,1832.0,C500628747,7508.54,5676.54,M359210229,4345.29,6177.29,0,0
461,CASH_IN,4211.81,C882190471,45300.2,49512.01,C473214563,14213.81,18425.62,0,0
462,PAYMENT,163.25,C453538596,112335.87,112172.62,M758259666,92016.0,92179.25,0,0
462,CASH_OUT,3838.58,C410089820,14678.02,10839.44,C874074402,5690.66,9529.24,0,0
462,DEBIT,3370.92,C513370391,14455.79,11084.87,C812566713,10613.71,13984.63,0,0
462,TRANSFER,66410.96,C285974321,106763.82,40352.86,C272267671,21608.79,88019.75,0,0
462,TRANSFER,19878.82,C630098753,38091.14,18212.32,C556077027,39370.61,59249.43,0,0
463,PAYMENT,2792.04,C568800124,7523.26,4731.22,M797345269,24385.54,27177.58,0,0
463,CASH_OUT,20313.95,C211670041,45477.25,25163.3,C665078882,59931.33,80245.28,0,0
463,PAYMENT,913.63,C877290102,11569.3,10655.67,M154181889,1790.97,2704.6,0,0
463,TRANSFER,2037.03,C938829678,20011.86,17974.83,C765809276,21652.71,23689.74,0,0
463,CASH_OUT,2001.64,C705940602,9485.27,7483.63,C753364368,12730.92,14732.56,0,0
464,CASH_OUT,6399.86,C523973323,9205.2,2805.34,C200816295,87515.26,93915.12,0,0
464,TRANSFER,4538.8,C924738421,8259.56,3720.76,C415666114,18337.46,22876.26,0,0
464,PAYMENT,5396.23,C956561796,11115.61,5719.38,M876905984,24002.47,29398.7,0,0
464,CASH_OUT,3241.58,C655590939,3988.79,747.21,C819919059,33333.25,36574.83,0,0
464,CASH_OUT,10154.81,C982124407,42918.78,32763.97,C504458992,22008.28,32163.09,0,0
465,CASH_OUT,12144.86,C184823921,98534.13,86389.27,C246835347,3280.38,15425.24,0,0
465,PAYMENT,259.24,C624458102,5349.37,5090.13,M701308160,4961.59,5220.83,0,0
465,PAYMENT,427.13,C278554061,23735.5,23308.37,M463657906,12661.67,13088.8,0,0
465,TRANSFER,17873.89,C966775009,25679.43,7805.54,C174645629,90388.63,108262.52,0,0
465,CASH_OUT,4899.96,C497943702,26884.06,21984.1,C193329834,3760.44,8660.4,0,0
466,PAYMENT,3759.1,C844886646,7302.96,3543.86,M966953961,5217.12,8976.22,0,0
466,CASH_OUT,3046.95,C860852565,8942.6,5895.65,C607417092,27090.56,30137.51,0,0
466,CASH_IN,7533.19,C606150032,43075.79,50608.98,C175230621,49989.68,57522.87,0,0
466,CASH_OUT,2300.51,C914011181,52487.23,50186.72,C295465560,22945.39,25245.9,0,0
467,CASH_OUT,8009.77,C431508072,10264.03,2254.26,C749540676,26812.31,34822.08,0,0
467,CASH_IN,1241.19,C773914536,101464.71,102705.9,C600100256,34901.32,36142.51,0,0
467,PAYMENT,1121.92,C651970115,22147.62,21025.7,M568622282,36224.56,37346.48,0,0
467,CASH_IN,9148.4,C152764241,51205.25,60353.65,C750153441,9538.68,18687.08,0,0
467,CASH_IN,7566.2,C291079221,28509.84,36076.04,C301302013,9951.61,17517.81,0,0
468,TRANSFER,8067.01,C660148370,17905.72,9838.71,C939525268,14886.61,22953.62,0,0
468,PAYMENT,1501.63,C414374105,19190.77,17689.14,M162994533,4611.43,6113.06,0,0
468,CASH_OUT,21865.82,C657425666,37499.43,15633.61,C101912584,75643.74,97509.56,0,0
469,TRANSFER,889.65,C567800728,10456.68,9567.03,C491906457,12721.64,13611.29,0,0
469,CASH_OUT,11940.76,C720044330,40894.22,28953.46,C563448846,41914.26,53855.02,0,0
469,CASH_OUT,47191.98,C410927380,51549.58,4357.6,C178308332,189.79,47381.77,0,0
469,CASH_OUT,34746.23,C860357578,44309.35,9563.12,C764401699,5489.81,40236.04,0,0
470,TRANSFER,2104.11,C129105135,16912.44,14808.33,C604021955,27723.84,29827.95,0,0
470,CASH_IN,11897.65,C363314575,13775.65,25673.3,C447600519,31613.94,43511.59,0,0
470,TRANSFER,56905.79,C623496792,71688.82,14783.03,C414280025,3287.56,60193.35,0,0
471,CASH_OUT,3560.87,C559032887,35100.99,31540.12,C294468798,5121.19,8682.06,0,0
471,CASH_IN,8788.46,C340486150,42617.55,51406.01,C473829493,11690.55,20479.01,0,0
471,TRANSFER,2286.89,C536419446,22608.29,20321.4,C111098252,18099.19,20386.08,0,0
471,CASH_OUT,24179.55,C576659721,28021.5,3841.95,C729667598,11187.37,35366.92,0,0
472,CASH_IN,7040.91,C231106084,14233.37,21274.28,C124245082,32915.3,39956.21,0,0
472,CASH_IN,17194.84,C510321041,46299.68,63494.52,C355679320,4054.27,21249.11,0,0
472,TRANSFER,2990.53,C584459745,15797.53,12807.0,C612216171,19162.21,22152.74,0,0
472,PAYMENT,1223.08,C985562822,17046.99,15823.91,M559965403,6597.42,7820.5,0,0
473,CASH_OUT,1403.49,C205399615,4337.32,2933.83,C708916376,29697.94,31101.43,0,0
473,TRANSFER,8884.48,C167951050,103672.22,94787.74,C926506992,3435.45,12319.93,0,0
473,PAYMENT,3965.75,C767973919,10374.28,6408.53,M436669225,2068.77,6034.52,0,0
473,PAYMENT,6838.36,C749347144,14651.02,7812.66,M924063874,6425.8,13264.16,0,0
474,CASH_OUT,9261.97,C390393729,31411.15,22149.18,C451599419,1812.43,11074.4,0,0
474,CASH_OUT,5244.26,C748013361,28041.19,22796.93,C498624455,6561.06,11805.32,0,0
474,TRANSFER,3666.83,C651802027,25351.5,21684.67,C324793729,20398.89,24065.72,0,0
475,TRANSFER,6587.29,C367562795,8446.43,1859.14,C445637525,81535.28,88122.57,0,0
475,CASH_OUT,21587.53,C253878735,32122.49,10534.96,C832197174,13734.36,35321.89,0,0
475,DEBIT,518.56,C808290443,80035.26,79516.7,C318412431,16103.52,16622.08,0,0
475,TRANSFER,2414.59,C186012533,100227.69,97813.1,C754621799,65432.73,67847.32,0,0
476,DEBIT,11539.5,C130267797,13406.48,1866.98,C630796485,35190.04,46729.54,0,0
476,PAYMENT,5347.27,C784205555,30018.37,24671.1,M237559589,920.76,6268.03,0,0
476,PAYMENT,1015.96,C662252136,2850.43,1834.47,M573032257,69098.78,70114.74,0,0
477,TRANSFER,26669.08,C946978454,83749.23,57080.15,C227575741,51655.56,78324.64,0,0
477,PAYMENT,4729.21,C385939003,42862.51,38133.3,M420350350,5845.97,10575.18,0,0
477,CASH_IN,2355.69,C649541292,11936.52,14292.21,C389694289,52588.09,54943.78,0,0
478,CASH_OUT,2784.65,C395214605,4472.28,1687.63,C334845107,12895.12,15679.77,0,0
478,PAYMENT,3661.85,C990445005,77933.66,74271.81,M512745169,25608.88,29270.73,0,0
478,DEBIT,2632.52,C373708320,53848.55,51216.03,C581098549,16690.0,19322.52,0,0
478,CASH_OUT,22210.41,C390045363,36176.26,13965.85,C850926204,12715.0,34925.41,0,0
479,CASH_OUT,2447.56,C126231747,5351.92,2904.36,C210861281,82498.83,84946.39,0,0
479,TRANSFER,51142.67,C504975707,58616.65,7473.98,C883822431,17637.67,68780.34,0,0
479,TRANSFER,2175.12,C101428127,7043.02,4867.9,C704844421,24162.51,26337.63,0,0
480,PAYMENT,289.94,C923699361,12606.27,12316.33,M232120018,1498.1,1788.04,0,0
480,CASH_IN,1392.76,C303388366,83698.72,85091.48,C937669943,6833.97,8226.73,0,0
480,PAYMENT,488.23,C166088429,2618.69,2130.46,M328815037,29454.49,29942.72,0,0
480,PAYMENT,2236.51,C594863718,7226.33,4989.82,M374750224,4771.53,7008.04,0,0
480,CASH_OUT,28759.69,C280790756,72297.11,43537.42,C661396798,14936.14,43695.83,0,0
481,TRANSFER,11682.55,C859724486,38138.76,26456.21,C433022733,36666.46,48349.01,0,0
481,PAYMENT,1714.35,C182430197,32959.5,31245.15,M824048276,21815.71,23530.06,0,0
481,CASH_OUT,3655.17,C415681804,3899.07,243.9,C610878596,6900.47,10555.64,0,0
482,PAYMENT,300.4,C621445840,2625.15,2324.75,M283108255,19849.59,20149.99,0,0
482,TRANSFER,28402.86,C740971380,41800.89,13398.03,C521261494,4064.4,32467.26,0,0
482,PAYMENT,4110.88,C640686056,23153.45,19042.57,M360644066,49075.3,53186.18,0,0
483,CASH_OUT,33896.13,C538728895,64816.32,30920.19,C981905768,9473.27,43369.4,0,0
483,CASH_OUT,9133.21,C226133344,45894.08,36760.87,C120060188,979.6,10112.81,0,0
483,CASH_IN,9783.89,C784419873,19550.47,29334.36,C689275850,14951.58,24735.47,0,0
483,PAYMENT,6705.26,C179061847,49524.7,42819.44,M961654870,2792.67,9497.93,0,0
484,TRANSFER,1235.19,C464178936,28659.94,27424.75,C263302599,26899.43,28134.62,0,0
484,DEBIT,2170.13,C986916740,16379.22,14209.09,C252775696,12259.05,14429.18,0,0
484,TRANSFER,72172.17,C925988306,93829.15,21656.98,C205886094,5120.18,77292.35,0,0
485,TRANSFER,120595.09,C395119367,150642.6,30047.51,C164623935,21214.84,141809.93,1,0
485,PAYMENT,2268.7,C295183838,32778.44,30509.74,M739524176,6464.17,8732.87,0,0
485,CASH_IN,17009.98,C621350704,22908.5,39918.48,C144786626,7551.74,24561.72,0,0
485,PAYMENT,9743.64,C726268926,78891.87,69148.23,M280179133,40075.74,49819.38,0,0
485,PAYMENT,11831.62,C454002612,62420.63,50589.01,M537578101,18389.27,30220.89,0,0
486,PAYMENT,1338.68,C523189905,6426.61,5087.93,M864863399,11637.03,12975.71,0,0
486,TRANSFER,9181.35,C803016561,66502.06,57320.71,C585071832,6883.72,16065.07,0,0
486,PAYMENT,759.96,C154610032,21518.44,20758.48,M688087981,8418.54,9178.5,0,0
486,DEBIT,30139.2,C136213515,80387.19,50247.99,C514525936,7266.86,37406.06,0,0
487,PAYMENT,11604.81,C213590918,15588.34,3983.53,M348305901,1384.07,12988.88,0,0
487,PAYMENT,4297.38,C904825621,19808.67,15511.29,M183027288,32543.98,36841.36,0,0
487,PAYMENT,3568.39,C391135770,70690.81,67122.42,M494582451,16755.02,20323.41,0,0
488,DEBIT,20296.45,C135154340,38145.38,17848.93,C281407402,17750.24,38046.69,0,0
488,PAYMENT,2597.38,C502682909,43919.66,41322.28,M911256220,25285.05,27882.43,0,0
488,CASH_OUT,3116.58,C140078991,36516.5,33399.92,C349289913,33842.01,36958.59,0,0
488,CASH_IN,5383.92,C750663135,47758.63,53142.55,C933025506,26791.49,32175.41,0,0
488,PAYMENT,4168.44,C598153702,23257.55,19089.11,M379681325,29109.52,33277.96,0,0
489,TRANSFER,11640.08,C147204953,48287.21,36647.13,C521112041,44696.25,56336.33,0,0
489,PAYMENT,4253.43,C606551672,26941.05,22687.62,M137264820,35291.81,39545.24,0,0
489,DEBIT,10032.21,C635642809,19219.33,9187.12,C108805586,14882.85,24915.06,0,0
490,CASH_IN,13985.77,C800260069,24627.5,38613.27,C707848228,29736.81,43722.58,0,0
490,PAYMENT,2999.51,C878760379,34616.26,31616.75,M553089027,2440.06,5439.57,0,0
490,CASH_OUT,10336.99,C378544087,12536.35,2199.36,C711283469,6386.46,16723.45,0,0
490,CASH_OUT,1313.74,C526786461,34007.73,32693.99,C857924001,7861.63,9175.37,0,0
491,TRANSFER,1702.84,C939303831,9839.31,8136.47,C351474325,38415.95,40118.79,0,0
491,CASH_OUT,23811.11,C187173138,35414.59,11603.48,C174170047,3988.16,27799.27,0,0
491,PAYMENT,1807.59,C621503550,6792.51,4984.92,M480535953,22796.59,24604.18,0,0
491,CASH_OUT,96582.09,C312358261,117158.14,20576.05,C886465787,13672.03,110254.12,0,0
491,CASH_OUT,23602.29,C898482830,34151.72,10549.43,C608250074,45783.66,69385.95,0,0
492,CASH_OUT,45530.1,C892319480,62203.59,16673.49,C971605060,97362.82,142892.92,0,0
492,PAYMENT,3714.44,C450886141,21375.38,17660.94,M468551773,29905.96,33620.4,0,0
492,CASH_IN,23389.0,C139929257,61698.48,85087.48,C341102738,6389.77,29778.77,0,0
492,TRANSFER,9791.0,C895343764,22047.68,12256.68,C326101296,16491.3,26282.3,0,0
492,PAYMENT,352.11,C784575650,11836.32,11484.21,M761052710,32687.84,33039.95,0,0
493,PAYMENT,865.54,C681341371,11043.29,10177.75,M664141419,63976.66,64842.2,0,0
493,TRANSFER,702.4,C345048171,1614.8,912.4,C240641687,924.06,1626.46,0,0
493,PAYMENT,1067.29,C194273359,10346.36,9279.07,M259457549,14004.2,15071.49,0,0
493,DEBIT,5182.47,C542766563,5866.3,683.83,C771654728,1617.55,6800.02,0,0
494,CASH_OUT,6867.89,C791900320,36423.61,29555.72,C379986865,2259.73,9127.62,0,0
494,PAYMENT,4055.33,C649705175,20482.59,16427.26,M307535306,69045.16,73100.49,0,0
